FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI
E’Twaun Moore,Chi,SG,25,56,9,18.8,14.6,0.087,20,0.6,101,0.485,38,0.342,0.504,2.7,0.8,5,0.6,10.4,0.36,0.11,4.8
Evan Fournier,Orl,SG,22,58,28.6,59.7,20,0.114,147,0.728,350,0.48,225,0.378,0.546,12,2.6,5.2,2.1,11.5,0.69,0.03,5.6
Evan Turner,Bos,SG,26,82,27.6,57.4,19.7,0.197,141,0.752,627,0.458,119,0.277,0.482,9.5,5.1,10.1,5.5,30,1.01,0.23,9.3
Festus Ezeli,Gol,C,25,46,10.9,22.8,18,0.156,78,0.628,139,0.547,0,0,0.58,4.4,3.4,16.6,0.2,2.5,0.15,0.91,5.3
Francisco Garcia,Hou,SF,33,14,14.3,29.8,16.4,0.134,4,0.25,18,0.389,45,0.222,0.347,3.2,1.2,4.7,1.1,11,0.64,0.36,4.5
Furkan Aldemir,Phi,PF,23,41,13.2,27.5,8.8,0.159,27,0.481,73,0.548,5,0,0.517,2.3,4.3,17.7,0.7,8.3,0.41,0.39,5.8
Gal Mekel,Nor,PG,26,4,10.9,22.6,23.5,0.091,0,0,17,0.176,3,0,0.15,1.5,0.3,1.3,3.3,41.7,0.5,0,4.2
Garrett Temple,Was,SG,28,52,14.1,29.5,14.1,0.151,48,0.729,82,0.427,88,0.375,0.534,3.9,1.7,6.9,1.1,11,0.81,0.17,5.5
Gary Harris,Den,SG,20,55,13.1,27.2,16.8,0.138,47,0.745,114,0.395,103,0.204,0.395,3.4,1.2,4.8,0.5,5.9,0.71,0.13,3.9
Gary Neal,Cha,SG,30,43,21.6,45.1,24.7,0.11,102,0.863,265,0.392,133,0.293,0.466,9.6,2.2,5.6,1.9,14.9,0.37,0.02,6.3
Gary Neal,Min,SG,30,11,23.8,49.5,22.1,0.077,33,0.879,74,0.459,31,0.355,0.544,11.8,3.2,7.6,1.8,13.1,0.64,0,6.9
George Hill,Ind,PG,28,43,29.5,61.4,24.1,0.103,143,0.79,342,0.544,193,0.358,0.579,16.1,4.2,7.8,5.1,31.4,1.02,0.33,9.5
Gerald Green,Pho,SG,29,74,19.5,40.7,28.9,0.111,120,0.825,391,0.478,387,0.354,0.532,11.9,2.5,7,1.2,10.9,0.57,0.16,6.8
Gerald Henderson,Cha,SG,27,80,28.9,60.3,21,0.105,217,0.848,711,0.457,136,0.331,0.514,12.1,3.4,6.5,2.6,15.6,0.64,0.28,6.6
Gerald Wallace,Bos,SF,32,32,8.9,18.6,9.1,0.307,15,0.4,31,0.419,3,0.333,0.431,1.1,1.8,10.9,0.3,5.1,0.47,0.13,3.8
Giannis Antetokounmpo,Mil,SG,20,81,31.4,65.3,20,0.156,347,0.741,736,0.511,44,0.159,0.552,12.7,6.7,12.2,2.6,13.1,0.9,1.05,7.7
Gigi Datome,Det,SF,27,3,5.8,12.1,36,0.143,0,0,8,0.5,4,0.25,0.458,3.7,1.3,12.4,0.7,23.8,0.33,0,10.3
Gigi Datome,Bos,SF,27,18,10.7,22.2,19.5,0.083,1,1,41,0.512,36,0.472,0.607,5.2,1.4,7.1,0.4,6,0.06,0.39,5.3
Glen Davis,Lac,PF,29,74,12.2,25.5,17,0.116,95,0.632,251,0.466,4,0,0.495,4,2.3,10.5,0.5,6.3,0.55,0.28,5.5
Glen Rice Jr.,Was,SG,24,5,8.5,17.8,21.2,0.102,6,0.667,8,0.25,7,0.143,0.312,2.2,0.8,5.3,0.4,6.6,0,0,4.2
Glenn Robinson,Phi,SG,21,10,15.3,31.9,15.8,0.147,8,0.5,30,0.467,13,0.308,0.473,4.4,2.5,8.8,0.8,9,0.3,0.1,5.4
Goran Dragic,Mia,SG,28,26,34.8,72.5,22.6,0.138,104,0.808,250,0.552,73,0.329,0.586,16.6,3.4,5.9,5.3,27.8,1.08,0.27,7.7
Goran Dragic,Pho,SG,28,52,33.4,69.5,21.9,0.134,130,0.746,493,0.556,186,0.355,0.573,16.2,3.6,5.8,4.1,20.2,0.96,0.17,7.4
Gordon Hayward,Uta,SF,24,76,34.4,71.8,26.7,0.138,462,0.812,757,0.481,330,0.364,0.567,19.3,4.9,8.2,4.1,21.8,1.42,0.39,8.5
Gorgui Dieng,Min,C,25,73,30,62.6,15.2,0.169,244,0.783,506,0.51,6,0.167,0.573,9.7,8.4,15.9,2,10.5,0.97,1.71,7.3
Grant Jerrett,Okc,PF,21,5,5,10.3,33.5,0.105,0,0,4,0.5,13,0.077,0.206,1.4,0.8,8.7,0.2,5.9,0,0.4,4.9
Grant Jerrett,Uta,PF,21,3,8.7,18.2,18.6,0.096,1,1,7,0.571,2,0,0.477,3,1.7,11,0.7,13.1,0.67,0,7
Greg Monroe,Det,PF,24,69,31,64.5,24.2,0.13,336,0.75,853,0.496,0,0,0.549,15.9,10.2,17.9,2.1,11.7,1.13,0.49,9
Greg Smith,Dal,PF,24,42,8.6,18,9.6,0.143,39,0.513,49,0.612,0,0,0.605,1.9,1.9,11.9,0.2,3.4,0.17,0.26,4.2
Greivis Vasquez,Tor,PG,28,82,24.3,50.6,20.1,0.136,66,0.758,374,0.436,351,0.379,0.514,9.5,2.6,6.3,3.7,23.9,0.56,0.12,7.4
Harrison Barnes,Gol,SF,22,82,28.3,58.9,15.1,0.09,150,0.72,441,0.519,215,0.405,0.573,10.1,5.5,10.5,1.4,6.9,0.74,0.23,6
Hassan Whiteside,Mia,C,25,48,23.8,49.6,21.5,0.113,156,0.5,387,0.628,0,0,0.619,11.8,10,25.3,0.1,1,0.58,2.54,3.8
Hedo Turkoglu,Lac,SF,35,62,11.4,23.7,14.4,0.131,11,0.545,49,0.469,139,0.432,0.602,3.7,1.6,7.9,0.6,7.5,0.31,0.11,5.4
Henry Sims,Phi,C,24,73,19.2,39.9,21,0.15,137,0.774,480,0.488,22,0.182,0.521,8,4.9,13.9,1.1,10.7,0.53,0.41,7.3
Henry Walker,Mia,SF,27,24,26.1,54.5,15.1,0.121,18,0.778,36,0.361,131,0.344,0.5,7.3,3.4,7.9,1.2,7.2,1,0.38,4.8
Hollis Thompson,Phi,SG,23,71,25,52.1,16.2,0.102,89,0.708,256,0.426,287,0.401,0.538,8.8,2.8,6,1.2,8.4,0.8,0.37,4.9
Ian Clark,Uta,SG,23,23,7,14.6,15.4,0.132,5,1,19,0.316,25,0.36,0.476,1.9,0.6,4.7,0.4,9.7,0.26,0.09,4.4
Ian Mahinmi,Ind,C,28,61,18.8,39.1,12.6,0.187,102,0.304,212,0.552,0,0,0.516,4.3,5.8,17.2,0.5,4.4,0.49,0.75,4.9
Iman Shumpert,Cle,SG,24,38,24.2,50.4,15.8,0.155,27,0.667,126,0.484,130,0.338,0.508,7.2,3.8,8.9,1.5,9.3,1.34,0.34,5.7
Iman Shumpert,Nyk,SG,24,24,26,54.2,20.4,0.154,37,0.676,149,0.436,66,0.348,0.484,9.3,3.4,7.5,3.3,21.3,1.25,0.13,7.2
Isaiah Canaan,Hou,PG,23,25,14.8,30.7,19.5,0.141,21,0.762,47,0.447,84,0.381,0.549,6.2,1.3,4.9,1.2,12.6,0.56,0,5.8
Isaiah Canaan,Phi,PG,23,22,25.9,53.9,23.6,0.129,39,0.846,85,0.4,162,0.364,0.526,12.6,2.5,5.1,3.1,22.7,0.68,0.14,7.1
Isaiah Thomas,Pho,PG,25,46,25.7,53.5,26.2,0.128,211,0.872,305,0.449,207,0.391,0.579,15.2,2.4,5.1,3.7,23.5,0.98,0.11,8
Isaiah Thomas,Bos,PG,25,21,25.9,54,32.5,0.135,137,0.861,146,0.473,139,0.345,0.579,19,2.1,4.4,5.4,35.3,0.57,0,9.3
Ish Smith,Okc,PG,26,30,5.2,10.7,16.4,0.155,9,0.667,40,0.35,5,0.2,0.378,1.2,0.9,9.4,0.9,25.7,0.13,0.03,7.6
Ish Smith,Phi,PG,26,25,27.1,56.4,27,0.167,48,0.583,267,0.416,55,0.309,0.439,12,2.9,5.8,6.1,44.1,1.28,0.2,8.8
J.R. Smith,Cle,SG,29,46,31.8,66.2,17.9,0.091,33,0.818,168,0.494,336,0.39,0.565,12.7,3.5,6.3,2.5,12.3,1.39,0.39,6
J.R. Smith,Nyk,SG,29,24,25.8,53.7,23.6,0.144,39,0.692,161,0.429,90,0.356,0.487,10.9,2.4,5.4,3.4,23.3,0.75,0.17,6.9
Jabari Brown,Lal,SG,22,19,29.9,62.3,18.9,0.13,85,0.753,108,0.435,62,0.371,0.547,11.9,1.9,3.5,2.1,10.9,0.63,0.11,4.8
Jabari Parker,Mil,SF,19,25,29.5,61.5,21,0.139,66,0.697,247,0.506,16,0.25,0.527,12.3,5.5,10.7,1.7,9.5,1.24,0.2,6.6
Jack Cooley,Uta,PF,23,16,5.4,11.3,18.4,0.088,21,0.429,22,0.409,0,0,0.432,1.7,1.6,16.6,0.1,1.8,0.38,0.19,4.8
Jae Crowder,Bos,SF,24,57,24.2,50.5,18.2,0.069,130,0.762,301,0.492,170,0.282,0.51,9.5,4.6,10.5,1.4,9,1,0.35,6.5
Jae Crowder,Dal,SF,24,25,10.6,22.1,15.5,0.11,11,0.909,38,0.526,38,0.342,0.55,3.6,1.2,6,0.5,6.5,0.6,0.2,4.9
JaKarr Sampson,Phi,SF,21,74,15.3,31.9,18.2,0.164,94,0.67,219,0.525,127,0.244,0.498,5.2,2.2,7.8,1,12,0.51,0.35,5.9
Jamal Crawford,Lac,SG,34,64,26.6,55.4,28,0.088,252,0.901,475,0.448,364,0.327,0.532,15.8,1.9,4.1,2.5,14.9,0.92,0.22,6.3
Jameer Nelson,Bos,PG,32,6,20.1,42,19.8,0.167,9,0.667,16,0.25,25,0.2,0.323,4.8,2.8,7.7,5.5,37.5,1.17,0,8.4
Jameer Nelson,Dal,PG,32,23,25.4,52.9,16,0.19,8,0.875,60,0.383,103,0.369,0.501,7.3,2.7,5.9,4.1,22.8,0.65,0.09,6.8
Jameer Nelson,Den,PG,32,34,20.6,43,23.1,0.165,19,0.579,170,0.524,130,0.354,0.53,9.6,1.9,5.1,3.7,30.4,0.74,0.12,7.9
James Ennis,Mia,SF,24,62,17,35.3,14.9,0.119,94,0.84,152,0.461,95,0.326,0.541,5,2.8,10.1,0.8,7,0.4,0.27,5.3
James Harden,Hou,SG,25,81,36.8,76.7,31.8,0.149,824,0.868,915,0.48,555,0.375,0.605,27.4,5.7,8.5,7,34.6,1.9,0.74,11.2
James Johnson,Tor,PF,27,70,19.6,40.8,17.6,0.15,102,0.657,353,0.643,51,0.216,0.617,7.9,3.7,10.8,1.4,11.4,0.76,1,7
James Jones,Cle,SF,34,57,11.7,24.5,16.1,0.055,46,0.848,26,0.423,175,0.36,0.565,4.4,1.1,5.3,0.4,5.3,0.23,0.14,4.3
James Michael McAdoo,Gol,PF,22,15,9.1,19.1,19.7,0.098,25,0.56,44,0.545,0,0,0.564,4.1,2.5,14.5,0.1,2.1,0.33,0.6,4.4
James Young,Bos,SG,19,31,10.7,22.3,16,0.042,29,0.552,36,0.528,66,0.258,0.457,3.4,1.4,6.9,0.4,5.6,0.26,0.06,4.6
JaMychal Green,Mem,PF,24,20,7,14.5,18.9,0.213,10,0.8,36,0.639,4,0,0.608,2.7,2,16,0.2,4.7,0.25,0.15,5.9
JaMychal Green,San,PF,24,4,6.2,12.9,16.7,0.222,0,0,5,0.8,2,0,0.571,2,1.5,13.7,0,0,0,0.5,0
Jannero Pargo,Cha,PG,35,9,8.1,16.9,24.6,0.077,2,1,13,0.462,22,0.409,0.571,4.6,0.3,2.3,0.9,20.8,0,0,5.3
Jared Dudley,Mil,SG,29,72,23.8,49.7,13.7,0.121,67,0.716,231,0.537,192,0.385,0.572,7.2,3.1,7.3,1.8,11.5,1,0.15,5.8
Jared Sullinger,Bos,PF,22,58,27,56.3,23.8,0.093,129,0.744,523,0.495,184,0.283,0.504,13.3,7.6,15.4,2.3,14.2,0.76,0.72,9.1
Jarnell Stokes,Mem,PF,21,19,6.6,13.8,20.8,0.124,28,0.536,37,0.568,0,0,0.578,3,1.8,15.4,0.2,5.2,0.26,0.26,6.2
Jarrett Jack,Bro,PG,31,80,28,58.4,22.9,0.172,227,0.881,671,0.477,146,0.267,0.522,12,3.1,6.1,4.7,27.3,0.94,0.16,8
Jason Maxiell,Cha,PF,31,61,14.4,30,13.3,0.115,71,0.577,192,0.422,0,0,0.455,3.3,3.3,12.7,0.3,3.4,0.3,0.72,4.1
Jason Richardson,Phi,SG,34,19,21.9,45.7,21.7,0.079,22,0.773,82,0.378,96,0.323,0.458,9.1,3.5,8.6,2,16.6,0.68,0.16,7.3
Jason Smith,Nyk,C,28,82,21.8,45.3,20,0.136,153,0.83,550,0.44,42,0.357,0.497,8,4,10.5,1.7,13.5,0.39,0.54,7
Jason Terry,Hou,SG,37,77,21.3,44.4,14.5,0.137,48,0.813,123,0.504,323,0.39,0.579,7,1.6,4.1,1.9,13.8,0.86,0.25,5.2
Jason Thompson,Sac,PF,28,81,24.6,51.2,12.9,0.146,143,0.622,427,0.471,1,0,0.5,6.1,6.5,15.1,1,6.5,0.41,0.7,5.5
JaVale McGee,Den,C,27,17,11.4,23.8,19.6,0.15,29,0.69,61,0.557,0,0,0.597,5.2,2.8,13.3,0.1,0.8,0.12,1.12,4
JaVale McGee,Phi,C,27,6,10.2,21.3,17.9,0.202,4,0.5,18,0.444,0,0,0.455,3,2.2,11.5,0.3,5.7,0,0.17,4.9
Jeff Adrien,Min,PF,28,17,12.7,26.4,14.5,0.129,38,0.579,44,0.432,0,0,0.494,3.5,4.5,20.4,0.9,10.5,0.24,0.53,7.6
Jeff Ayres,San,PF,27,51,7.5,15.6,16.5,0.19,36,0.75,95,0.579,0,0,0.618,2.7,2.3,17.3,0.3,5.5,0.16,0.16,6.6
Jeff Green,Bos,SF,28,33,33.1,69,24.1,0.094,144,0.84,321,0.495,154,0.305,0.539,17.6,4.3,7.1,1.6,7.9,0.82,0.39,6
Jeff Green,Mem,SF,28,45,30.3,63,20.8,0.086,143,0.825,354,0.452,138,0.362,0.53,13.1,4.1,7.8,1.8,9.5,0.58,0.47,6.1
Jeff Taylor,Cha,SF,25,29,14.8,30.9,16.2,0.126,41,0.634,78,0.436,36,0.306,0.481,4.4,1.8,6.8,0.8,8.2,0.41,0.03,5
Jeff Teague,Atl,PG,26,73,30.5,63.6,25.7,0.166,319,0.862,680,0.496,207,0.343,0.566,15.9,2.5,4.7,7,37.9,1.71,0.42,8.6
Jeff Withey,Nor,C,24,37,7,14.6,17.6,0.122,50,0.68,64,0.5,0,0,0.57,2.6,1.7,14,0.3,6.4,0.11,0.49,6.3
Jerami Grant,Phi,SF,20,65,21.2,44.1,16.8,0.163,193,0.591,196,0.383,156,0.314,0.47,6.3,3,7.8,1.2,9.4,0.62,1.05,5.3
Jerel McNeal,Pho,PG,27,6,6.1,12.6,20.8,0.296,2,1,9,0.222,2,0.5,0.379,1.5,0.5,4.5,0.3,7.7,0.5,0.17,4
Jeremy Evans,Uta,SF,27,38,7,14.6,13.3,0.066,29,0.828,53,0.566,5,0.4,0.636,2.4,1.9,15.4,0.3,8,0.29,0.32,6.3
Jeremy Lamb,Okc,SG,22,47,13.5,28,20.8,0.09,55,0.891,139,0.475,111,0.342,0.538,6.3,2.3,9.1,0.9,10.9,0.45,0.13,7
Jeremy Lin,Lal,PG,26,74,25.8,53.7,22.2,0.178,268,0.795,478,0.444,176,0.369,0.539,11.2,2.6,5.7,4.6,28.6,1.12,0.42,7.9
Jerome Jordan,Bro,C,28,44,8.7,18.1,16.4,0.163,44,0.864,94,0.532,0,0,0.609,3.1,2.4,15.4,0.3,5.3,0.18,0.34,6
Jerryd Bayless,Mil,PG,26,77,22.3,46.5,18.9,0.188,137,0.883,396,0.462,120,0.308,0.519,7.8,2.7,7,3,21,0.77,0.16,7.1
Jimmer Fredette,Nor,PG,25,50,10.2,21.2,20,0.151,45,0.956,118,0.458,48,0.188,0.479,3.6,0.8,4.5,1.2,17.2,0.3,0.04,5.9
Jimmy Butler,Chi,SG,25,65,38.7,80.6,21.9,0.077,463,0.834,719,0.484,193,0.378,0.583,20,5.8,8.2,3.3,14.4,1.75,0.55,7.5
JJ Hickson,Den,C,26,73,19.3,40.3,20,0.149,201,0.577,457,0.477,2,0,0.504,7.6,6.2,17.3,0.8,6.5,0.49,0.48,6.9
JJ Redick,Lac,SG,30,78,30.9,64.3,21.3,0.085,203,0.901,480,0.515,458,0.437,0.622,16.4,2.1,3.9,1.8,9.1,0.5,0.1,5.1
Joakim Noah,Chi,C,29,67,30.6,63.7,13.9,0.196,174,0.603,425,0.447,2,0,0.482,7.2,9.6,17.1,4.6,22.9,0.72,1.1,8.9
Jodie Meeks,Det,SG,27,60,24.4,50.8,20.3,0.086,160,0.906,322,0.46,212,0.349,0.548,11.1,1.7,3.9,1.3,8.8,0.98,0.1,4.8
Joe Harris,Cle,SG,23,51,9.7,20.1,14.3,0.176,15,0.6,36,0.472,84,0.369,0.537,2.7,0.8,4.8,0.5,7.7,0.14,0.04,4.2
Joe Ingles,Uta,SF,27,79,21.2,44.1,13.1,0.209,40,0.75,152,0.493,202,0.356,0.533,5,2.2,6,2.3,16.8,0.91,0.13,5.5
Joe Johnson,Bro,SG,33,80,34.9,72.7,20.5,0.111,176,0.801,688,0.472,337,0.359,0.523,14.4,4.8,7.7,3.7,17.1,0.74,0.18,7.3
Joel Anthony,Det,C,32,49,8.3,17.3,9.2,0.143,22,0.682,62,0.581,0,0,0.607,1.8,1.9,12.6,0.1,1.8,0.24,1,3.4
Joel Freeland,Por,C,27,48,12.8,26.8,13.6,0.124,25,0.84,151,0.49,0,0,0.522,3.5,4,16.6,0.3,3.8,0.19,0.48,5
Joey Dorsey,Hou,PF,31,69,12.4,25.8,11.5,0.184,83,0.289,144,0.556,1,0,0.507,2.7,4,18,0.4,4.4,0.58,0.36,5.3
Joffrey Lauvergne,Den,C,23,24,11.2,23.3,20.2,0.178,28,0.643,73,0.452,16,0.188,0.459,3.9,3.2,15.5,0.5,7.5,0.33,0.42,6.6
John Henson,Mil,C,24,67,18.3,38.2,18.4,0.176,137,0.569,346,0.566,0,0,0.578,7,4.7,14.5,0.9,7.8,0.42,2.01,6.8
John Jenkins,Atl,SG,23,24,12.4,25.8,18,0.069,19,0.842,47,0.596,52,0.404,0.629,5.6,1.6,7.5,0.5,7,0.42,0,5.3
John Lucas III,Det,PG,32,21,12.9,27,20.2,0.131,5,1,75,0.44,29,0.31,0.461,4.7,0.8,3.2,2.9,36.1,0.38,0,6.9
John Salmons,Nor,SF,35,21,12.8,26.8,9.4,0.091,4,0.5,22,0.364,26,0.308,0.422,2,1,4.4,0.6,6.6,0.43,0.19,3.3
John Wall,Was,PG,24,79,35.9,74.8,26.5,0.187,362,0.785,949,0.478,217,0.3,0.523,17.6,4.6,7.3,10,46.3,1.75,0.57,10.4
Johnny O’Bryant,Mil,PF,21,34,10.8,22.5,19.6,0.159,27,0.444,120,0.367,0,0,0.379,2.9,1.9,10,0.5,7.1,0.15,0.12,5.2
Jon Leuer,Mem,PF,25,63,13.1,27.2,18.9,0.105,59,0.627,244,0.467,29,0.241,0.478,4.5,3.3,14.3,0.7,8.8,0.27,0.14,6.7
Jonas Jerebko,Det,PF,27,46,15.3,31.8,15.3,0.108,36,0.861,122,0.516,76,0.368,0.564,5.2,3.1,11,0.9,9.1,0.59,0.24,6.4
Jonas Jerebko,Bos,PF,27,29,18.2,37.9,17.9,0.085,30,0.833,117,0.444,64,0.406,0.533,7.1,4.8,14.5,1,8.7,0.66,0.24,7.1
Jonas Valanciunas,Tor,C,22,80,26.2,54.6,19.3,0.124,276,0.786,651,0.573,1,0,0.623,12,8.7,19.1,0.5,3.1,0.43,1.19,5.7
Jordan Adams,Mem,SG,20,30,8.3,17.3,20.6,0.127,23,0.609,61,0.41,25,0.4,0.489,3.1,0.9,6.4,0.5,10.1,0.53,0.23,5.4
Jordan Clarkson,Lal,PG,22,59,25,52.1,23.3,0.126,158,0.829,475,0.482,121,0.314,0.528,11.9,3.2,7.1,3.5,23.8,0.86,0.2,8.2
Jordan Farmar,Lac,PG,28,36,14.7,30.6,16.8,0.164,11,0.909,61,0.426,97,0.361,0.513,4.6,1.2,4.5,1.9,18,0.56,0.14,6
Jordan Hamilton,Lac,SF,24,14,8.7,18.2,14.6,0.103,0,0,14,0.286,21,0.476,0.543,2.7,1.1,7.4,0.5,8.2,0.14,0,5.2
Jordan Hill,Lal,C,27,70,26.8,55.8,23,0.111,168,0.738,766,0.462,11,0.273,0.494,12,7.9,16.4,1.5,9.5,0.49,0.76,7.8
Jorge Gutierrez,Mil,PG,26,10,13.1,27.3,14.2,0.223,10,0.7,25,0.6,2,0,0.589,3.7,1.8,7.9,1.5,17.4,0.5,0,6.6
Jose Calderon,Nyk,PG,33,42,30.2,63,16.3,0.169,32,0.906,212,0.415,142,0.415,0.519,9.1,3,5.6,4.7,25.6,0.74,0,6.7
Jose Juan Barea,Dal,PG,30,77,17.7,36.8,21.6,0.108,94,0.809,369,0.463,167,0.323,0.502,7.5,1.7,5.4,3.4,29.4,0.43,0.01,7.9
Josh McRoberts,Mia,PF,27,17,17.4,36.3,13,0.273,13,0.615,34,0.588,19,0.421,0.613,4.2,2.6,9.1,1.9,17.5,0.71,0.18,6.3
Josh Smith,Det,PF,29,28,32,66.7,25.7,0.141,111,0.468,354,0.407,37,0.243,0.417,13.1,7.2,12.2,4.7,24.7,1.32,1.71,9.5
Josh Smith,Hou,PF,29,55,25.5,53.2,24.8,0.169,144,0.521,405,0.489,191,0.33,0.5,12,6,12.9,2.6,17.8,0.91,1.24,9
Jrue Holiday,Nor,PG,24,40,32.6,67.9,23.5,0.138,76,0.855,399,0.469,135,0.378,0.522,14.8,3.4,5.9,6.9,34.9,1.58,0.58,8.6
Julius Randle,Lal,PF,20,1,13.6,28.3,16.2,0.205,2,0,3,0.333,0,0,0.258,2,0,0,0,0,0,0,0
Justin Hamilton,Mia,C,24,24,12,25.1,12.6,0.105,7,0.857,46,0.457,19,0.316,0.485,2.8,2,10,0.5,6.5,0.33,0.21,4.7
Justin Hamilton,Min,C,24,17,24.9,51.9,15.7,0.121,40,0.825,101,0.535,12,0.333,0.586,9,5.1,11.6,1.4,9.2,1.12,1.47,6.4
Justin Holiday,Gol,SG,25,59,11.1,23.2,19.1,0.102,45,0.822,126,0.444,109,0.321,0.498,4.3,1.2,6,0.8,10.1,0.68,0.2,5.8
