FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,VI,SPG,BPG
Richard Jefferson,Gol,SF,31,22,26.2,53.8,16.2,0.089,35,0.686,90,0.422,79,0.418,0.54,9,3.5,7.5,1.5,8.7,5.5,0.55,0.27
Ricky Rubio,Min,PG,21,41,34,70.2,18.8,0.222,157,0.803,295,0.363,94,0.34,0.476,10.6,4.2,6.8,8.2,37.7,8.4,2.22,0.2
Robin Lopez,Pho,C,23,64,13.8,28.7,19.2,0.115,140,0.714,269,0.461,0,0,0.526,5.4,3.3,13.4,0.3,3.5,5.1,0.28,0.94
Rodney Stuckey,Det,PG,25,55,29.7,61.3,23.9,0.126,320,0.834,493,0.452,104,0.317,0.55,14.8,2.6,5.2,3.8,22.9,7.1,0.8,0.18
Rodrigue Beaubois,Dal,PG,24,53,21.5,44.1,22.2,0.128,69,0.841,313,0.479,132,0.288,0.496,8.9,2.8,7.4,2.9,22.9,7.7,1.06,0.53
Roger Mason Jr.,Was,SG,31,52,13.2,27.4,19.7,0.106,27,0.778,104,0.423,154,0.383,0.53,5.5,1.3,5.7,0.9,11.2,5.6,0.25,0.1
Ronnie Brewer,Chi,SG,26,66,24.6,50.9,15.4,0.108,100,0.56,376,0.455,69,0.275,0.465,6.9,3.5,7.9,2.1,12.9,6,1.08,0.32
Ronnie Price,Pho,PG,28,36,14.2,29.5,16.6,0.246,25,0.8,86,0.419,44,0.295,0.465,3.6,1.6,6.2,1.9,19,6.3,0.94,0.08
Ronny Turiaf,Mia,C,29,13,16.8,32.8,10.1,0.168,22,0.591,29,0.552,1,0,0.567,3.5,4.5,15.9,0.4,3.3,4.4,0.62,1.08
Roy Hibbert,Ind,C,25,65,29.6,61.1,21.2,0.142,239,0.711,667,0.498,1,0,0.539,12.8,8.8,16.7,1.7,10,7.8,0.51,1.98
Royal Ivey,Okc,PG,30,34,10.2,20.9,11.1,0.105,8,0.125,20,0.4,53,0.34,0.464,2.1,0.7,3.9,0.3,4.1,3,0.41,0
Rudy Fernandez,Den,SG,26,31,22.7,46.1,18,0.141,43,0.698,103,0.573,122,0.328,0.549,8.6,2.1,5.4,2.4,16.1,6.2,1,0.1
Rudy Gay,Mem,SF,25,65,37.1,76.7,25.3,0.12,263,0.791,894,0.482,173,0.312,0.521,19,6.4,10.1,2.3,10.9,7.1,1.46,0.85
Russell Westbrook,Okc,PG,23,66,35.1,72.5,32.9,0.142,413,0.823,1070,0.482,195,0.318,0.538,23.6,4.6,7.4,5.5,30.1,9.6,1.7,0.3
Ryan Anderson,Orl,PF,23,61,32,66.1,21.4,0.064,171,0.877,335,0.496,422,0.393,0.589,16.1,7.7,13.9,0.9,5.1,6,0.82,0.43
Ryan Gomes,Lac,PF,29,32,13.1,26.9,12.6,0.131,11,0.727,66,0.409,29,0.138,0.371,2.3,1.9,8.7,0.4,4.1,3.7,0.5,0
Ryan Hollins,Cle,PF,27,24,14.9,30.4,13.1,0.23,55,0.6,56,0.5,0,0,0.555,3.7,2.3,8.9,0.3,2.7,3.7,0.17,0.5
Ryan Hollins,Bos,PF,27,15,10.5,21.3,14.6,0.23,20,0.3,28,0.643,0,0,0.571,2.8,1.7,9.7,0.2,3.1,3.7,0.07,0.33
Sam Young,Mem,SG,26,21,11.2,22.9,18.7,0.093,12,0.833,74,0.432,9,0,0.419,3.5,2,10.2,0.4,6.1,5,0.52,0.1
Samardo Samuels,Cle,PF,22,54,15.1,31.2,18.7,0.165,117,0.701,231,0.455,0,0,0.517,5.4,3.4,12.6,0.4,4.2,5.1,0.37,0.37
Samuel Dalembert,Hou,C,30,65,22,45.3,16.7,0.156,113,0.796,394,0.508,1,0,0.551,7.5,7,18.5,0.5,3.6,5.4,0.57,1.71
Sasha Pavlovic,Bos,SF,28,45,11.5,23.8,14,0.132,8,0.375,70,0.471,58,0.293,0.456,2.7,1.6,8.2,0.4,5.4,4.2,0.44,0.33
Sebastian Telfair,Pho,PG,26,60,14.7,30.7,22.6,0.155,67,0.791,237,0.456,105,0.314,0.495,6.1,1.5,5.9,2.3,24.9,7.5,0.68,0.2
Semih Erden,Cle,C,25,28,11.7,23.9,14.8,0.148,41,0.512,74,0.527,0,0,0.538,3.5,2.6,12.5,0.3,4.7,4.8,0.36,0.18
Serge Ibaka,Okc,PF,22,66,27,55.7,15.8,0.127,118,0.661,487,0.536,3,0.333,0.556,9.1,7.5,16,0.4,2.5,4.5,0.5,3.65
Shane Battier,Mia,SF,33,65,22.9,47.1,10.8,0.107,37,0.622,109,0.468,183,0.339,0.504,4.8,2.4,6.3,1.3,8,4.3,0.98,0.51
Shannon Brown,Pho,SG,26,59,23.5,49,23.1,0.091,99,0.808,410,0.446,188,0.362,0.507,11,2.6,6.3,1.2,8.1,5.5,0.75,0.25
Shaun Livingston,Mil,PG,26,58,18.6,38.7,15.2,0.178,79,0.785,268,0.466,3,0.667,0.52,5.5,2.1,6.3,2.1,16.8,6.2,0.47,0.34
Shawn Marion,Dal,SF,33,63,30.3,62.2,19.1,0.125,93,0.796,578,0.464,68,0.294,0.488,10.6,7.4,13.7,2.1,11.6,7.2,1.08,0.56
Shawne Williams,Njn,SF,26,25,20.4,42.2,14.8,0.079,11,0.727,60,0.35,87,0.241,0.372,4.5,2.7,7.7,0.6,5,3.8,0.4,0.44
Shelden Williams,Njn,PF,28,58,21.8,45.2,11.3,0.215,104,0.731,199,0.482,0,0,0.547,4.6,6,16.1,0.6,4.4,4.7,0.81,0.67
Shelvin Mack,Was,SG,21,64,12,24.9,17.2,0.163,59,0.712,178,0.427,42,0.286,0.468,3.6,1.4,6.7,2,26.5,7.2,0.44,0.03
Solomon Jones,Nor,C,27,11,17.6,35.3,18,0.176,18,0.833,53,0.434,0,0,0.501,5.5,3.7,12.6,0.6,6,5.2,0.45,0.55
Spencer Hawes,Phi,PF,23,37,24.6,50.9,20.5,0.138,55,0.727,307,0.498,12,0.25,0.517,9.6,7.3,16.4,2.6,17.8,9.2,0.43,1.3
Stephen Curry,Gol,PG,23,26,28,57.6,24.2,0.17,47,0.809,175,0.514,121,0.455,0.605,14.7,3.4,6.9,5.3,32.5,9.2,1.5,0.31
Stephen Jackson,Mil,SF,33,26,27.2,56.4,22.7,0.181,60,0.833,164,0.409,108,0.278,0.459,10.5,3.2,6.4,3,16.7,6.8,1,0.23
Malcolm Lee,San,SF,33,21,23.6,48.1,19.7,0.173,54,0.815,91,0.473,62,0.306,0.529,8.9,3.9,9.4,2,11.9,7,1.33,0.33
Steve Blake,Lal,PG,31,53,23.1,47.3,13.2,0.205,27,0.778,110,0.436,158,0.335,0.493,5.2,1.6,3.9,3.3,21.1,5.2,0.72,0.04
Steve Nash,Pho,PG,37,62,31.4,65.5,19.7,0.271,142,0.894,414,0.58,141,0.39,0.625,12.5,3,5.4,10.7,53.5,9.4,0.61,0.13
Steve Novak,Nyk,SF,28,54,18.7,38.7,16.4,0.057,26,0.846,55,0.509,283,0.47,0.683,8.8,1.9,5.9,0.2,2,3.2,0.3,0.17
Sundiata Gaines,Njn,PG,25,57,13.7,28.5,21.3,0.143,96,0.615,188,0.394,82,0.341,0.466,5.1,1.9,8,2.2,27.7,8.1,0.96,0.04
T.J. Ford,San,PG,28,14,13.4,27.2,17.5,0.319,14,0.786,35,0.486,8,0.25,0.519,3.6,1.3,5.5,3.2,33.4,7.4,0.64,0.14
Taj Gibson,Chi,PF,26,63,20.2,41.8,18.8,0.115,135,0.622,404,0.495,0,0,0.522,7.7,5.3,14.6,0.7,6,6.1,0.43,1.29
Tayshaun Prince,Det,SF,31,63,32.9,68,20.5,0.08,115,0.774,693,0.431,104,0.356,0.471,12.7,4.5,8.1,2.4,13.3,6.3,0.43,0.52
Terrel Harris,Mia,SG,24,22,14.3,28.7,17.3,0.213,21,0.667,44,0.477,39,0.205,0.434,3.6,2.3,9.7,1.2,12.3,6,0.41,0.09
Terrence Williams,Hou,SF,24,12,14.9,28.8,18.4,0.138,12,0.5,38,0.316,19,0.421,0.434,4.5,2.3,9.1,0.8,8.4,5.4,0.33,0.08
Terrence Williams,Sac,SF,24,18,20.3,41.6,22.4,0.175,34,0.618,114,0.5,27,0.296,0.51,8.8,4.1,11.1,3.1,24.9,9.5,0.89,0.33
Thabo Sefolosha,Okc,SG,27,42,21.5,44.2,10.7,0.187,43,0.884,84,0.429,71,0.437,0.584,4.8,3,8.1,1.1,7.3,4.7,0.88,0.4
Thaddeus Young,Phi,PF,23,63,27.7,57.3,21.7,0.068,144,0.771,683,0.508,4,0.25,0.538,12.8,5.2,10.4,1.2,7.4,6.2,1.02,0.65
Tiago Splitter,San,C,26,59,18.8,38.9,21,0.171,181,0.691,343,0.618,0,0,0.649,9.3,5.2,15.8,1.1,9.3,8,0.36,0.8
Tim Duncan,San,PF,35,58,28,57.9,26.4,0.103,249,0.695,729,0.495,4,0,0.531,15.4,9,18.4,2.3,13.6,9.8,0.66,1.53
Timofey Mozgov,Den,C,25,44,15.4,31.5,17.7,0.198,57,0.684,190,0.526,0,0,0.556,5.4,4.1,15.4,0.5,5,5.8,0.34,0.95
Tobias Harris,Mil,PF,19,42,11.2,23.3,21,0.139,54,0.815,146,0.5,23,0.261,0.54,5,2.4,11.8,0.5,7.5,6.5,0.31,0.17
Toney Douglas,Nyk,PG,25,38,17.1,35.2,24.7,0.157,26,0.846,173,0.387,117,0.231,0.393,6.2,1.9,6.4,2,19.9,6.7,0.76,0.03
Tony Allen,Mem,SG,29,58,26.1,54,18.5,0.152,175,0.8,421,0.48,26,0.308,0.542,9.8,4,9,1.4,8.4,5.8,1.79,0.57
Tony Battie,Phi,C,35,27,10.7,22.1,9.2,0.07,4,1,50,0.38,1,0,0.398,1.6,2.5,12.8,0.6,7.8,5,0.15,0.22
Tony Parker,San,PG,29,60,31.9,65.9,27.9,0.131,284,0.799,829,0.498,61,0.23,0.539,18.3,2.9,5.1,7.7,40.7,9.3,0.95,0.08
Tracy McGrady,Atl,SG,32,52,15.9,32.3,18.2,0.165,83,0.675,198,0.434,33,0.455,0.51,5.3,3,10.9,2.1,21.2,8.1,0.31,0.29
Travis Outlaw,Sac,SF,27,39,12.7,26.2,18.9,0.093,46,0.674,115,0.383,60,0.267,0.428,4.3,1.6,6.8,0.4,4.9,4.4,0.49,0.54
Trevor Ariza,Nor,SF,26,41,32.7,67.5,18.5,0.145,102,0.775,317,0.442,87,0.333,0.497,10.9,5.2,9.5,3.3,17,7,1.68,0.61
Trevor Booker,Was,C,23,50,25,52.1,15.8,0.131,93,0.602,341,0.531,2,0.5,0.548,8.4,6.5,14.7,0.8,5.2,5.6,0.96,0.86
Tristan Thompson,Cle,PF,20,60,23.6,48.7,19.4,0.135,194,0.557,440,0.441,2,0,0.47,8.3,6.5,15.6,0.5,3.3,5.1,0.45,1.03
Troy Murphy,Lal,PF,31,59,16,32.9,9.7,0.129,9,0.667,104,0.471,67,0.418,0.537,3.2,3.2,11.3,0.9,8,5.2,0.25,0.27
Ty Lawson,Den,PG,24,61,34.6,71.1,21.3,0.148,216,0.824,566,0.53,199,0.367,0.58,16.3,3.7,6.3,6.5,30.2,8.5,1.34,0.1
Tyler Hansbrough,Ind,PF,25,66,21.6,44.7,21.1,0.099,278,0.813,477,0.409,1,0,0.513,9.3,4.4,11.5,0.5,3.5,5.1,0.82,0.14
Tyreke Evans,Sac,PG,22,63,34.2,70.8,23.9,0.144,258,0.779,801,0.486,99,0.202,0.512,16.5,4.6,7.4,4.5,22.1,8.2,1.33,0.46
Tyrus Thomas,Cha,PF,25,54,18.5,38.5,19.2,0.127,83,0.759,324,0.367,3,0.333,0.418,5.6,3.7,11.5,0.6,6.1,5,0.67,1.11
Tyson Chandler,Nyk,C,29,62,33,68.4,13,0.171,315,0.689,353,0.683,2,0,0.708,11.3,9.9,17.3,0.9,4.5,5.6,0.9,1.44
Udonis Haslem,Mia,PF,31,64,24.6,50.7,13.6,0.13,102,0.814,357,0.423,0,0,0.479,6,7.3,17.8,0.7,4,5.1,0.55,0.38
Vince Carter,Dal,SG,35,61,25.1,51.5,20.5,0.124,115,0.826,337,0.442,205,0.361,0.519,10.1,3.4,7.5,2.3,15.1,6.8,0.92,0.41
Vladimir Radmanovic,Atl,SF,30,49,15.2,30.9,15.4,0.143,29,0.759,62,0.387,135,0.37,0.524,4.5,2.9,11.3,1.1,10.9,6.4,0.47,0.31
Von Wafer,Orl,SG,26,33,14,28.8,21.8,0.162,54,0.704,118,0.483,39,0.359,0.537,5.9,1.4,5.6,0.9,11.2,5.6,0.3,0.09
Walker Russell,Det,PG,29,28,12.6,25.7,18.2,0.238,22,0.636,83,0.349,13,0.308,0.397,3,0.9,4.4,2.1,26.5,5.7,0.64,0.04
Wayne Ellington,Min,SG,24,51,18.9,39,16,0.075,40,0.8,194,0.448,108,0.324,0.487,6.1,1.9,5.6,0.6,5.6,4,0.51,0.2
Wesley Johnson,Min,SF,24,65,22.4,46.4,14.4,0.127,34,0.706,228,0.461,169,0.314,0.477,6,2.7,6.7,0.9,6.4,4.4,0.54,0.74
Wesley Matthews,Por,SG,25,66,33.6,69.4,18.8,0.08,171,0.86,426,0.434,337,0.383,0.539,13.7,3.4,5.9,1.7,8.3,5.1,1.45,0.23
Will Bynum,Det,PG,29,36,14.1,28.9,25.2,0.196,64,0.766,165,0.406,29,0.241,0.459,5.7,1.6,6.6,1.8,22.8,7.2,0.64,0.06
Willie Green,Atl,SG,30,53,17.2,34.9,19.7,0.086,56,0.857,212,0.486,113,0.442,0.578,7.6,1.5,5.2,0.8,7.5,4.9,0.42,0.11
Xavier Henry,Nor,SG,20,45,16.7,34.4,18.9,0.117,85,0.612,211,0.393,17,0.412,0.45,5.3,2.4,8.4,0.8,7.8,5.2,0.58,0.18
Zach Randolph,Mem,PF,30,28,26,53.5,22.6,0.11,88,0.659,277,0.469,8,0.25,0.5,11.6,8,18,1.7,11.4,8.3,0.75,0.14
Zaza Pachulia,Atl,C,27,58,28.1,57.1,14.2,0.165,158,0.741,340,0.497,0,0,0.556,7.8,7.9,16.4,1.4,7.5,6.3,0.93,0.48
