FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI
Omri Casspi,Cle,SF,24,43,11.5,23.8,18,0.11,41,0.537,84,0.452,76,0.329,0.486,4,2.7,13.4,0.7,9,0.58,0.28,6.8
Orlando Johnson,Ind,SG,23,51,11.9,24.6,16.7,0.13,32,0.719,86,0.419,94,0.383,0.523,4,2.2,10.1,0.9,12.7,0.2,0.18,6.7
P.J. Tucker,Pho,SG,27,79,24,49.6,12.9,0.122,86,0.744,374,0.503,70,0.314,0.525,6.4,4.4,10.5,1.4,8.7,0.78,0.24,5.7
Pablo Prigioni,Nyk,PG,35,78,16,33.3,11.9,0.271,25,0.88,86,0.547,134,0.396,0.595,3.5,1.8,6.7,3,27.8,0.88,0.03,6.7
Patrick Beverley,Hou,PG,24,41,17.2,35.5,15.6,0.175,41,0.829,93,0.462,96,0.375,0.551,5.6,2.7,8.8,2.9,24.5,0.9,0.51,8.2
Patrick Mills,San,PG,24,58,11,22.7,20.7,0.135,19,0.842,111,0.55,130,0.4,0.59,5.1,0.9,4.5,1.1,15.4,0.45,0.07,6.2
Patrick Patterson,Hou,PF,23,47,25.7,53.1,18.7,0.081,49,0.755,359,0.56,96,0.365,0.571,11.6,4.7,10.4,1.1,7,0.38,0.57,6.1
Patrick Patterson,Sac,PF,23,24,22.9,46.6,15.6,0.098,14,0.786,132,0.508,36,0.444,0.554,8,4.8,11.9,1.3,8.7,0.54,0.54,6.4
Pau Gasol,Lal,PF,32,49,33.6,69.5,20.6,0.137,178,0.702,551,0.475,28,0.286,0.512,13.7,8.6,14.1,4.1,20.1,0.49,1.24,9.3
Paul George,Ind,SG,22,79,37.4,77.4,23.6,0.152,274,0.807,707,0.457,469,0.362,0.531,17.4,7.6,11.4,4.2,19.9,1.8,0.63,8.8
Paul Millsap,Uta,PF,27,78,30.1,62,22.7,0.118,356,0.742,836,0.498,39,0.333,0.55,14.6,7.1,13.8,2.6,14.7,1.31,1.03,8.6
Paul Pierce,Bos,SF,35,77,33.2,67.8,27.6,0.143,423,0.787,710,0.466,382,0.38,0.559,18.6,6.3,11.2,4.8,25.3,1.09,0.39,9.9
Quincy Acy,Tor,PF,22,29,11.6,23.2,15,0.156,38,0.816,73,0.562,2,0.5,0.632,4,2.7,13.6,0.4,5.3,0.45,0.52,5.6
Quincy Pondexter,Mem,SF,24,59,20.9,43.1,14,0.112,75,0.787,147,0.463,152,0.395,0.565,6.4,2.2,6.3,1,7.7,0.59,0.1,4.6
Rajon Rondo,Bos,PG,26,38,37.2,74.3,21.9,0.226,93,0.645,415,0.513,50,0.24,0.516,13.7,5.6,8.9,11,49.6,1.84,0.24,10.2
Ramon Sessions,Cha,PG,26,61,26.9,55.6,25.9,0.112,347,0.839,569,0.427,107,0.308,0.529,14.4,2.8,5.9,3.8,25.7,0.79,0.11,8
Randy Foye,Uta,SG,29,82,27,55.7,18.3,0.103,144,0.819,304,0.378,434,0.41,0.55,10.8,1.5,3.4,2,11.9,0.8,0.32,4.7
Rashard Lewis,Mia,SF,33,55,14.2,29.2,18.4,0.109,45,0.622,118,0.441,131,0.389,0.53,5.2,2.2,9.5,0.5,5.8,0.38,0.25,5
Rasheed Wallace,Nyk,C,38,21,13.9,28.7,25.8,0.062,20,0.7,73,0.452,69,0.319,0.484,7,4,16.6,0.3,3.6,0.62,0.71,5.8
Ray Allen,Mia,SG,37,79,25.6,52.7,19.5,0.125,158,0.886,319,0.48,332,0.419,0.599,10.9,2.7,6.6,1.7,10.3,0.85,0.19,5.8
Raymond Felton,Nyk,PG,28,68,33.8,70.2,22.2,0.142,128,0.789,624,0.455,258,0.36,0.505,13.9,2.9,5,5.5,27.2,1.38,0.21,7.2
Reggie Evans,Bro,C,32,80,24.4,50.4,11.1,0.236,222,0.509,261,0.479,0,0,0.506,4.5,11.1,26.9,0.5,3.3,0.93,0.16,4.8
Reggie Jackson,Okc,PG,22,70,14,28.9,18.8,0.131,62,0.839,221,0.566,104,0.231,0.531,5.3,2.4,9.7,1.7,19.6,0.41,0.19,8
Richard Hamilton,Chi,SG,34,50,21.4,44,25.5,0.142,77,0.857,423,0.444,52,0.308,0.481,9.8,1.7,4.5,2.4,20.3,0.48,0.1,6.4
Richard Jefferson,Gol,SF,32,56,10,20.5,14.6,0.126,53,0.717,91,0.527,45,0.311,0.552,3.1,1.5,8.3,0.5,7.9,0.25,0.13,5.3
Ricky Rubio,Min,PG,22,57,29.5,61.2,21.4,0.214,264,0.799,422,0.374,92,0.293,0.482,10.7,4,7.8,7.3,39.1,2.4,0.09,9.2
Robin Lopez,Nor,C,24,82,25.9,53.6,20.2,0.12,207,0.778,719,0.534,0,0,0.573,11.3,5.6,13,0.8,5.3,0.39,1.56,5.7
Rodney Stuckey,Det,SG,26,76,28.4,58.7,21.1,0.134,272,0.783,566,0.44,182,0.302,0.505,11.5,2.8,5.7,3.6,20.5,0.67,0.22,6.9
Rodrigue Beaubois,Dal,PG,24,45,12,24.3,19.1,0.146,38,0.789,104,0.423,72,0.292,0.47,4,1.2,5.7,1.9,23,0.42,0.09,7
Roger Mason Jr.,Nor,SG,32,69,17.5,36.2,14.5,0.136,43,0.907,146,0.452,159,0.415,0.57,5.3,1.9,6.5,1.1,9.8,0.38,0.16,5.1
Ronnie Brewer,Nyk,SG,27,46,15.3,31.7,13.7,0.068,39,0.41,104,0.404,71,0.31,0.432,3.6,2.2,8.3,0.9,8.5,0.74,0.13,5
Ronnie Price,Por,PG,29,39,12.8,26.3,15.1,0.207,24,0.708,81,0.358,39,0.256,0.402,2.7,1.1,5.1,1.9,21.4,0.67,0.08,5.6
Ronny Turiaf,Lac,C,30,65,10.6,22,10.2,0.189,63,0.365,97,0.505,0,0,0.485,1.9,2.3,13.2,0.5,7,0.29,0.54,4.9
Roy Hibbert,Ind,C,26,79,28.5,59,22.6,0.144,224,0.741,855,0.449,4,0.25,0.489,11.9,8.3,16.2,1.4,9,0.51,2.63,7.3
Royal Ivey,Phi,PG,31,53,13,26.8,11.5,0.117,16,0.563,56,0.446,88,0.42,0.563,3.2,1.1,4.7,0.6,6.8,0.43,0.06,3.9
Rudy Gay,Mem,SF,26,42,36.5,75.1,25.9,0.121,156,0.776,559,0.431,129,0.31,0.478,17.2,5.9,9.6,2.6,12.5,1.33,0.74,7
Rudy Gay,Tor,SF,26,33,34.5,69.3,29.3,0.131,139,0.856,434,0.452,131,0.336,0.513,19.5,6.4,11.1,2.8,15.4,1.76,0.67,8.2
Russell Westbrook,Okc,PG,24,82,34.7,71.7,32.9,0.132,575,0.8,1235,0.466,300,0.323,0.532,23.2,5.2,8.6,7.4,38.7,1.77,0.29,11.1
Ryan Anderson,Nor,SF,24,81,30.7,63.6,24.1,0.075,180,0.844,557,0.465,557,0.382,0.549,16.2,6.4,12.4,1.2,7,0.52,0.38,6.5
Ryan Hollins,Lac,C,28,60,10.8,22.5,13.8,0.224,88,0.75,114,0.614,0,0,0.674,3.4,2.3,12.7,0.2,2.4,0.1,0.57,4.3
Sam Young,Ind,SF,27,56,12.2,25.1,13.3,0.165,43,0.535,96,0.438,52,0.308,0.464,2.8,2.2,10,0.8,9.6,0.27,0.14,5.6
Samardo Samuels,Cle,PF,24,18,10.6,21.9,17.8,0.078,24,0.583,59,0.373,1,0,0.411,3.2,1.6,8.5,0.4,6.5,0.17,0.17,4.8
Samuel Dalembert,Mil,C,31,47,16.1,33.1,18.9,0.155,55,0.691,252,0.54,1,1,0.565,6.7,5.9,19.6,0.4,4.6,0.36,1.13,6.2
Sasha Pavlovic,Por,SF,29,39,13.3,27.3,12,0.103,6,0.167,59,0.407,60,0.3,0.423,2.6,1.4,6.3,0.8,9.1,0.62,0.13,4.3
Sebastian Telfair,Pho,PG,27,46,17.1,35.2,18.4,0.163,57,0.772,134,0.381,113,0.381,0.505,6,1.5,4.9,2.5,22.2,0.61,0.22,6.6
Sebastian Telfair,Tor,PG,27,13,14.1,26.8,19.6,0.142,12,0.833,25,0.32,36,0.278,0.422,4.3,1.2,5.2,3,32.9,0.69,0.08,7.1
Serge Ibaka,Okc,PF,23,80,30.9,63.8,18.2,0.127,191,0.749,720,0.59,57,0.351,0.611,13.2,7.7,14.3,0.5,2.9,0.35,3.03,4.8
Shavlik Randolph,Bos,PF,29,16,12.2,22.9,17,0.143,27,0.407,48,0.583,0,0,0.559,4.2,4.4,21.3,0.3,3.4,0.5,0.44,5.8
Shane Battier,Mia,SF,34,72,24.6,50.7,11.1,0.082,38,0.842,46,0.348,316,0.43,0.623,6.6,2.3,5.7,1,5.7,0.57,0.76,4
Shannon Brown,Pho,SG,27,59,23.6,48.7,22.4,0.106,125,0.784,430,0.467,141,0.277,0.493,10.5,2.5,6.1,1.8,12.9,1,0.25,6.1
Shaun Livingston,Was,PG,27,17,18.6,37.1,12.9,0.19,15,1,63,0.381,3,0,0.434,3.7,2.2,6.5,2.2,18.3,0.65,0.12,5.6
Shaun Livingston,Cle,PG,27,49,23,47.6,14.9,0.157,83,0.843,279,0.509,1,0,0.559,7.2,2.5,6.2,3.6,24.9,0.76,0.59,7
Shawn Marion,Dal,SF,34,67,29.8,61,19.1,0.123,101,0.782,617,0.538,73,0.315,0.553,12.1,7.8,14.4,2.4,13,1.1,0.69,8.2
Shelvin Mack,Was,PG,22,7,19.9,37.5,16,0.164,2,0.5,27,0.444,13,0.308,0.453,5.3,2.3,6.4,3.3,26.8,0.86,0,6.9
Shelvin Mack,Atl,PG,22,20,13.2,26.6,20,0.21,14,0.571,49,0.551,35,0.4,0.577,5.2,1.2,5.2,2.2,26.8,0.45,0,7.3
Solomon Jones,Nyk,PF,28,2,12.8,24.2,7.3,0.75,0,0,1,0,0,0,0,0,1.5,6.9,0,0,0,0.5,0
Spencer Hawes,Phi,PF,24,82,27.1,56.2,21,0.13,157,0.777,724,0.477,87,0.356,0.514,11,7.2,15,2.2,13.6,0.29,1.39,8.2
Stephen Curry,Gol,PG,24,78,37.7,78,26.7,0.136,291,0.9,788,0.449,600,0.453,0.589,22.9,4,5.9,6.9,31.7,1.62,0.15,9.1
Stephen Jackson,San,SF,34,55,19.3,39.7,18.9,0.176,70,0.7,160,0.481,170,0.271,0.473,6.2,2.8,8.4,1.5,10.9,0.67,0.25,6.1
Steve Blake,Lal,PG,32,45,25.8,53.4,13.3,0.178,35,0.771,99,0.424,171,0.421,0.573,7.3,2.9,6.3,3.8,22.1,0.76,0.13,6.7
Steve Nash,Lal,PG,38,50,32.3,66.9,18,0.193,116,0.922,345,0.519,130,0.438,0.605,12.7,2.8,4.8,6.7,33,0.6,0.1,7.7
Steve Novak,Nyk,SF,29,81,20,41.7,13.2,0.026,33,0.909,79,0.367,351,0.425,0.602,6.6,1.9,5.5,0.4,3.3,0.35,0.1,3.4
Taj Gibson,Chi,PF,27,65,22.1,45.6,18.4,0.132,131,0.679,437,0.49,4,0,0.518,8,5.3,13.8,0.9,7.2,0.42,1.4,6.1
Tayshaun Prince,Det,SF,32,45,32.2,66.3,18.2,0.093,93,0.796,431,0.445,53,0.434,0.502,11.7,4.6,8.3,2.5,12.7,0.47,0.29,6.4
Tayshaun Prince,Mem,SF,32,37,31.6,64.8,15.3,0.09,37,0.595,295,0.437,41,0.366,0.461,8.8,4.2,7.8,2.3,11.8,0.73,0.32,5.6
Terrence Jones,Hou,SF,21,19,14.3,29.2,18.4,0.114,17,0.765,75,0.507,19,0.263,0.512,5.5,3.4,13.5,0.8,8.7,0.63,1,6.9
Terrence Ross,Tor,SG,21,73,16.8,34.3,19.9,0.092,42,0.714,261,0.464,197,0.33,0.49,6.4,2,7,0.7,7.3,0.59,0.19,4.9
Terrence Williams,Bos,SG,25,24,13,25.4,19.5,0.171,22,0.409,82,0.524,15,0.333,0.516,4.6,1.8,8.3,1.6,20.2,0.46,0.08,7.3
Thabo Sefolosha,Okc,SG,28,81,27.3,56.5,11.5,0.114,69,0.826,208,0.558,258,0.419,0.617,7.6,3.9,8.2,1.5,8.2,1.27,0.54,5.2
Thaddeus Young,Phi,PF,24,76,34.5,71.5,19.9,0.079,188,0.574,950,0.535,8,0.125,0.541,14.8,7.5,12.3,1.6,8.2,1.75,0.72,6.5
Thomas Robinson,Sac,PF,21,51,15.7,32.2,18.9,0.195,71,0.577,242,0.426,0,0,0.452,4.8,4.7,16.9,0.7,6.9,0.47,0.41,6.4
Thomas Robinson,Hou,PF,21,19,12.8,26.1,21.2,0.195,38,0.421,77,0.455,1,0,0.454,4.5,4.1,18,0.5,6.4,0.84,0.26,6.6
Tiago Splitter,San,C,28,81,24.4,50.4,18.3,0.127,285,0.73,561,0.561,2,0,0.609,10.3,6.3,15,1.6,10.1,0.78,0.79,7.7
Tim Duncan,San,PF,36,69,29.5,60.7,28.4,0.117,300,0.817,969,0.504,7,0.286,0.554,17.8,10,19.5,2.7,16,0.72,2.62,10.6
Tobias Harris,Mil,SF,20,28,11.5,23.3,19.6,0.125,26,0.885,94,0.489,21,0.333,0.538,4.9,2,9.5,0.5,6.5,0.29,0.25,5.9
Tobias Harris,Orl,SF,20,27,35.9,73.7,23.2,0.097,111,0.721,310,0.494,87,0.31,0.524,17.3,8.5,13.4,2.1,9.7,0.89,1.37,7.5
Toney Douglas,Hou,PG,26,49,18.4,38,21.2,0.128,68,0.882,190,0.411,162,0.377,0.522,8.1,1.8,5.7,1.9,16.2,0.82,0.04,6.6
Toney Douglas,Sac,PG,26,22,16.9,34.2,17.5,0.171,16,1,60,0.467,54,0.389,0.558,6.1,2.2,7.3,2.6,24.2,1.41,0.05,7.7
Tony Allen,Mem,SG,31,79,26.5,54.8,17.9,0.115,187,0.717,614,0.458,24,0.125,0.489,8.9,4.6,10.2,1.2,7.6,1.52,0.56,5.5
Tony Parker,San,PG,30,66,32.5,66.9,28.1,0.13,330,0.845,926,0.535,69,0.348,0.588,20.3,3,5.3,7.6,41.1,0.82,0.09,9.5
Travis Outlaw,Sac,SF,28,38,11.5,23.5,22.3,0.087,52,0.731,127,0.472,50,0.28,0.5,5.3,1.6,7.9,0.6,7.9,0.29,0.21,6
Trevor Ariza,Was,SF,27,56,26.1,53.6,18,0.146,95,0.821,242,0.463,209,0.364,0.538,9.5,4.8,10.1,2,12.9,1.29,0.36,6.9
Trevor Booker,Was,PF,25,48,18.3,37.5,14.7,0.11,72,0.556,215,0.502,5,0,0.509,5.3,5,15.1,0.8,7.5,0.67,0.33,6
Tristan Thompson,Cle,PF,21,82,31.1,64.6,18.4,0.117,291,0.608,796,0.49,3,0,0.516,11.7,9.4,17.6,1.3,7,0.73,0.87,6.7
Troy Murphy,Dal,PF,32,14,18.1,34.6,13.1,0.096,11,0.909,26,0.423,35,0.314,0.494,4.6,3.5,10.6,0.5,3.9,0.71,0.43,4.4
Ty Lawson,Den,PG,25,73,34.2,70.4,22.4,0.141,311,0.756,739,0.491,232,0.366,0.549,16.7,2.7,4.4,6.8,30.3,1.48,0.11,7.9
Tyler Hansbrough,Ind,PF,27,81,16.7,34.5,20.8,0.126,300,0.72,404,0.436,3,0,0.527,7,4.6,15.4,0.4,4.5,0.36,0.23,5.6
Tyler Zeller,Cle,C,23,77,26.2,54.5,16,0.131,157,0.764,555,0.441,4,0,0.486,7.9,5.7,12.6,1.2,7.5,0.45,0.91,5.8
Tyreke Evans,Sac,SG,23,65,30.8,63.6,22.4,0.126,271,0.775,632,0.508,133,0.338,0.558,15.2,4.4,8.1,3.5,19.1,1.38,0.42,8
Tyrus Thomas,Cha,PF,26,26,13.6,27.9,21.4,0.102,31,0.839,128,0.352,8,0.375,0.418,4.8,2.3,9.7,0.7,9.3,0.54,0.58,5.8
Tyson Chandler,Nyk,C,30,66,32.6,67.7,13.1,0.145,258,0.694,400,0.638,0,0,0.671,10.4,10.6,19.1,0.9,4.5,0.64,1.15,5.7
Udonis Haslem,Mia,PF,32,75,18.6,38.4,10.8,0.142,45,0.711,251,0.514,0,0,0.535,3.9,5.4,17.8,0.5,3.9,0.4,0.2,4.7
Victor Claver,Por,SF,24,49,16.4,33.6,14,0.175,30,0.467,102,0.48,87,0.287,0.462,3.8,2.4,8.6,0.9,8,0.53,0.24,4.9
Vince Carter,Dal,SF,36,81,25.6,52.4,23.3,0.101,223,0.816,456,0.461,399,0.406,0.571,13.4,4.1,8.9,2.4,15.2,0.94,0.53,8
Wayne Ellington,Mem,SG,25,40,16.7,34.3,15.9,0.104,16,0.938,102,0.392,97,0.423,0.529,5.5,1.3,4.6,1.1,10,0.4,0.03,4.8
Wayne Ellington,Cle,SG,25,38,25.7,53.3,17.7,0.085,59,0.898,187,0.492,143,0.371,0.556,10.4,3,6.8,1.6,10.4,0.76,0.05,5.7
Wesley Johnson,Pho,SF,25,50,18.9,38.9,21.7,0.104,35,0.771,241,0.461,155,0.323,0.485,8,2.5,7.4,0.7,6,0.44,0.36,5.1
Wesley Matthews,Por,SG,26,69,34.6,71.4,19.2,0.109,187,0.797,383,0.478,425,0.398,0.574,14.8,2.8,4.6,2.5,11.9,1.3,0.26,5.4
Will Barton,Por,SG,22,73,12,24.8,20.7,0.151,65,0.769,244,0.447,65,0.138,0.437,4,2,9.6,0.8,10.6,0.47,0.12,6.2
Will Bynum,Det,PG,30,65,18.6,38.4,27.2,0.173,131,0.809,464,0.494,76,0.316,0.532,9.8,1.5,4.6,3.6,35.3,0.69,0.08,8.1
Willie Green,Lac,SG,31,72,16.3,33.9,16.8,0.072,32,0.719,220,0.486,166,0.428,0.562,6.3,1.3,4.9,0.8,7.2,0.4,0.17,4.6
Wilson Chandler,Den,SF,25,43,24.9,50.8,22.8,0.106,111,0.793,329,0.48,126,0.413,0.556,13,5.1,11.4,1.3,8.4,1.07,0.28,7.1
Xavier Henry,Nor,SG,21,50,12.3,25.4,17.6,0.133,92,0.63,150,0.413,11,0.364,0.481,3.9,1.8,8.7,0.3,3.3,0.32,0.1,4.2
Zach Randolph,Mem,PF,31,76,34.1,70.6,23.2,0.115,300,0.75,1001,0.469,23,0.087,0.506,15.4,11.2,19.4,1.4,7.4,0.8,0.41,7.3
Zaza Pachulia,Atl,C,28,52,21.6,44.4,14.7,0.196,103,0.757,238,0.479,3,0,0.534,5.9,6.5,17.1,1.5,10.4,0.67,0.23,7.1
