,,,,,,,,,,,,,,,,,,,,,,,,,,,
FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
Cameron Payne,Pho,G,26.64,34,16.9,35.2,17.8,15.7,29,0.897,99,0.525,82,0.415,0.569,0.599,6.8,2.1,7,3.6,28.9,0.56,0.21,1.06,8.8,119.3,102.2
Elfrid Payton,Nyk,G,27.1,38,27.2,56.6,23,12.8,84,0.714,364,0.475,70,0.243,0.457,0.485,12,3.7,7.4,3.5,20.8,0.74,0.21,1.82,7.9,100.6,106.5
Norvel Pelle,Bro,C,28.15,3,9.3,19.3,15.7,30,0,0,7,0.429,0,0,0.429,0.429,2,2.3,14.1,0,0,0,1,1,0,75.9,83.6
Norvel Pelle,Sac,C,28.15,1,3.8,7.9,31.1,0,4,0.75,1,0,0,0,0,0.543,3,1,14.6,1,29.4,0,0,0,15.2,,
Reggie Perry,Bro,F-C,21.02,15,11.7,24.3,19.1,15.6,11,0.727,44,0.477,16,0.25,0.45,0.478,4.1,3.9,18.8,0.9,9.9,0.27,0.33,0.8,8.3,101.5,97.2
Theo Pinson,Nyk,G-F,25.4,13,2.2,4.5,14.1,11.1,0,0,1,1,7,0,0.125,0.125,0.2,0.2,3.8,0.1,4.6,0,0,0.08,2.9,,
Mason Plumlee,Det,F-C,31.07,44,27.5,57.3,16.3,19.9,144,0.653,291,0.615,7,0,0.601,0.625,10.3,9.5,19.2,3.6,20.4,0.86,0.89,2.05,10.3,119.1,98.7
Jakob Poeltl,San,C,25.46,44,24.7,51.5,13.5,16.7,73,0.384,247,0.628,0,0,0.628,0.605,7.7,7.8,16.7,1.8,9.9,0.55,1.66,1.27,7.7,120.3,104.1
Vincent Poirier,Phi,C-F,27.45,10,3.9,8.1,19.2,17,6,0.333,11,0.273,1,0,0.25,0.273,0.8,1.3,18.3,0.2,6.5,0,0.3,0.3,6.1,,
Aleksej Pokusevski,Okc,C,19.26,27,22.6,47.1,18.3,17.1,19,0.895,94,0.394,111,0.234,0.371,0.396,6.3,4.8,11.1,1.8,11.4,0.44,1,1.63,6.7,78.8,109.4
Jordan Poole,Gol,G,21.78,26,17.2,35.8,23.9,8,51,0.922,90,0.6,118,0.373,0.577,0.623,11,1.6,4.9,1.7,15.2,0.35,0.12,0.77,7.2,117.1,109.4
Kevin Porter Jr.,Hou,G-F,20.9,9,30.1,62.7,26.3,16.2,23,0.652,75,0.587,55,0.218,0.477,0.496,15.4,2.9,5.1,5.8,32.1,1,0.56,3,8.5,95.9,110.5
Michael Porter Jr.,Den,F,22.75,36,29.6,61.7,20.2,7.9,71,0.746,221,0.606,200,0.44,0.632,0.647,16.3,7.4,14.2,0.9,4.6,0.67,0.92,1.08,6.4,123.5,108.3
Otto Porter Jr.,Chi,F,27.82,25,21.6,45,19.3,10.3,37,0.838,107,0.477,95,0.4,0.535,0.566,9.9,5.5,14.1,2,13,0.48,0.16,1,8.8,113.9,107.7
Otto Porter Jr.,Orl,F,27.82,1,24.9,51.9,12.2,0,0,0,2,0.5,5,0.2,0.357,0.357,5,4,8.4,1,5.6,1,0,0,4.4,82.1,101
Jontay Porter,Mem,C-F,21.37,2,4.9,10.2,25.7,33.3,0,0,2,0.5,2,0.5,0.625,0.625,2.5,3.5,38.2,0.5,15,1,0,1,13.4,95.8,82.9
Bobby Portis,Mil,F,26.13,43,21,43.7,19.6,8.1,38,0.737,268,0.56,102,0.48,0.604,0.614,11,6.8,17.1,1.1,7.3,0.77,0.4,0.79,8.3,122.5,102.1
Kristaps Porzingis,Dal,F-C,25.66,29,30.4,63.4,27.3,6.8,93,0.839,285,0.554,181,0.365,0.552,0.584,20.4,8.9,16.1,1.6,8.7,0.41,1.59,1.28,8.7,115.9,105
Dwight Powell,Dal,F-C,29.69,32,14.6,30.5,13.4,12.8,66,0.773,77,0.545,17,0.235,0.511,0.597,4.6,3.4,12.8,0.8,7.4,0.5,0.31,0.56,6.4,124,97.8
Norman Powell,Tor,G,27.85,42,30.4,63.4,24.1,10.8,163,0.865,297,0.552,269,0.439,0.602,0.645,19.6,3,5.4,1.8,10.1,1.12,0.19,1.83,6.2,116.9,110.7
Norman Powell,Por,G,27.85,2,31.4,65.4,20.8,16.6,14,0.643,10,0.4,9,0.667,0.684,0.696,17.5,2.5,4.3,0.5,2.3,1.5,0.5,2.5,3.6,115.6,108
Taurean Prince,Bro,F,27.02,12,18.2,37.8,19.4,11.4,27,0.889,37,0.459,37,0.351,0.493,0.565,8.1,2.8,8.7,0.6,4.3,0.67,0.67,0.92,5.2,105.1,106.1
Taurean Prince,Cle,G,27.02,18,23.4,48.6,18.1,12,26,0.808,75,0.32,68,0.397,0.451,0.486,8.3,3.9,9.2,2.4,15.4,0.61,0.61,1.17,7.3,100.8,108.8
Payton Pritchard,Bos,G,23.17,41,19.7,41.1,15.5,13,22,0.864,110,0.509,134,0.418,0.574,0.589,7.3,2.2,6.3,2,14,0.56,0.17,0.93,6.5,116,108.7
Immanuel Quickley,Nyk,G,21.78,42,20,41.8,27.7,7.7,134,0.888,209,0.407,221,0.376,0.487,0.55,12.8,2.3,6.1,2.3,19,0.52,0.24,0.98,8.2,113.8,102.7
Jahmi'us Ramsey,Sac,G,19.81,5,3.4,7,15.3,16.7,0,0,2,1,3,0.333,0.7,0.7,1.4,0.8,13.2,0.2,8.3,0,0.2,0.2,7.1,,
Chasson Randle,Orl,G,28.15,17,21.2,44.1,12.8,17.9,16,0.813,30,0.5,50,0.38,0.544,0.574,5.9,1.9,4.8,2.5,16.9,0.29,0.12,1.12,5.7,108.3,108.2
Julius Randle,Nyk,F-C,26.33,46,37,77.2,27.8,14,267,0.787,587,0.486,222,0.419,0.525,0.572,23,10.8,15.6,5.8,26.7,0.89,0.22,3.28,12.2,111.6,100.2
Cam Reddish,Atl,F-G,21.58,26,28.9,60.1,19.2,10.2,82,0.817,137,0.46,126,0.262,0.428,0.488,11.2,4,7.6,1.3,6.7,1.27,0.35,1.31,5.4,99.6,106.6
JJ Redick,Nor,G,36.76,31,18.6,38.8,19.2,9.6,47,0.957,74,0.486,140,0.364,0.526,0.575,8.7,1.7,5,1.3,9.4,0.29,0.06,0.81,5.8,113.2,113.8
Paul Reed,Phi,F,21.79,9,8.5,17.7,20.2,16.5,1,0,25,0.56,5,0,0.467,0.46,3.1,1.9,12.2,0.3,5.8,0.22,0.56,0.67,5.7,91.6,101.8
Naz Reid,Min,C-F,21.59,45,19.2,39.9,22.6,10.5,106,0.698,263,0.597,107,0.336,0.57,0.595,11,4.5,12.6,1.2,9.9,0.6,1.11,1.09,8.1,112.4,103.4
Cameron Reynolds,San,F,26.14,2,2.1,4.3,10.7,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,
Nick Richards,Cha,C,23.33,11,3.4,7.1,13.5,8.4,11,0.636,6,0.5,0,0,0.5,0.6,1.2,0.7,11.6,0,0,0,0,0.09,0,,
Josh Richardson,Dal,G,27.54,36,32,66.6,18,11.8,81,0.926,200,0.54,177,0.316,0.509,0.556,12.8,3.5,6,2.8,12.4,0.94,0.39,1.53,6.3,110.3,109.5
Austin Rivers,Nyk,G,28.66,21,21.1,43.9,16.2,13.5,14,0.714,58,0.517,77,0.364,0.533,0.545,7.3,2.2,5.7,2,14,0.57,0,1.05,6,105.5,106
Andre Roberson,Bro,G-F,29.32,5,12.6,26.2,11.7,11.8,2,0.5,6,0.167,8,0.125,0.179,0.202,1.2,3,13.3,0.8,7.4,0.6,0.2,0.4,4.5,78.6,109.5
Glenn Robinson III,Sac,F,27.22,23,16.1,33.5,13.9,9.2,23,0.913,55,0.473,44,0.364,0.505,0.554,5.3,2,6.8,0.9,6.9,0.17,0.13,0.48,5.3,112.6,117.3
Duncan Robinson,Mia,F,26.94,47,32.7,68.2,15.8,10.1,55,0.836,66,0.606,398,0.394,0.594,0.611,12.7,3.7,6.4,1.7,7.8,0.55,0.21,1.17,5.3,109.9,106.4
Jerome Robinson,Was,G,24.1,15,17.3,36,16.5,15.6,20,0.8,45,0.311,33,0.273,0.353,0.409,4.7,2.3,6.9,1.4,10.4,0.73,0.33,1.07,5.7,81.5,105.6
Mitchell Robinson,Nyk,C-F,23,31,27.5,57.3,11.6,11.5,53,0.491,176,0.653,0,0,0.653,0.642,8.3,8.1,15.9,0.5,3,1.13,1.45,0.84,4.7,129.4,99.6
Isaiah Roby,Okc,F,23.15,40,23.3,48.4,17.4,17.1,87,0.724,205,0.566,66,0.318,0.544,0.579,9,5.6,12.7,1.8,11.4,0.9,0.7,1.6,7.7,108.1,101.1
Rajon Rondo,Atl,G,35.1,27,14.9,31,16.1,26,2,0.5,65,0.415,45,0.378,0.477,0.478,3.9,2,7.5,3.5,33,0.7,0.07,1.44,8.1,97.6,109
Derrick Rose,Det,G,32.48,15,22.8,47.4,30,12.3,50,0.84,145,0.455,39,0.333,0.465,0.517,14.2,1.9,4.7,4.2,33.3,1.2,0.27,1.93,8.5,104.1,111
Derrick Rose,Nyk,G,32.48,12,25.2,52.4,24.7,12.4,26,0.846,105,0.429,32,0.438,0.482,0.519,12.8,2.4,5.2,4.3,28.1,1.08,0.67,1.75,8.1,105.4,107.9
Terrence Ross,Orl,G-F,30.15,36,29.6,61.7,24.3,10.2,94,0.894,270,0.459,225,0.36,0.496,0.536,16,3.5,6.2,2.3,12.6,1.08,0.47,1.69,6.8,102.9,108.9
Terry Rozier,Cha,G,27.04,43,33.3,69.4,23.8,10.3,135,0.844,309,0.544,346,0.416,0.586,0.617,20.5,3.9,6.4,3.4,16.6,1.3,0.33,1.91,7.8,117.1,111.2
Ricky Rubio,Min,G,30.44,45,26.4,55,16,19.2,110,0.845,196,0.444,122,0.295,0.443,0.512,8.3,3.2,6.5,6.9,35.6,1.38,0.04,1.93,8.6,110.4,109.9
D'Angelo Russell,Min,G,25.1,20,29.2,60.7,29.4,13.2,64,0.75,178,0.449,148,0.399,0.517,0.544,19.3,2.6,4.8,5.1,29.1,1.1,0.5,2.7,8.7,104.1,113.5
Domantas Sabonis,Ind,F-C,24.9,45,36.1,75.3,24.6,16.6,269,0.721,539,0.573,117,0.308,0.553,0.594,20.4,11.3,17.4,6.1,25.8,1.18,0.56,3.42,12.4,114.3,103
Luka Samanic,San,F,21.22,17,9.2,19.3,18.5,15,17,0.529,24,0.667,25,0.32,0.571,0.575,3.8,2.2,12.4,0.2,3.6,0.24,0.18,0.59,5.2,102.3,103
JaKarr Sampson,Ind,F,28.03,16,6.2,12.9,19.4,15.8,10,0.8,28,0.5,5,0.2,0.47,0.521,2.4,1.9,17,0.1,1.4,0.13,0.19,0.44,5,96.9,102.5
Dario Saric,Pho,F-C,26.98,27,18.6,38.7,24,14.1,51,0.902,127,0.528,83,0.337,0.519,0.568,9.8,4.2,12.7,1.3,9.9,0.56,0.11,1.41,8.1,105.3,98.3
Tomas Satoransky,Chi,G,29.41,34,22.6,47.1,14.9,21.6,48,0.917,122,0.582,67,0.403,0.59,0.635,7.9,2.5,6.2,4.8,28.2,0.71,0.26,1.71,8.1,120.9,110.8
Dennis Schroder,Lal,G,27.54,43,31.7,66.1,23,16.2,199,0.839,386,0.477,132,0.318,0.477,0.546,15.4,3.5,6.2,4.9,22.6,1.16,0.23,2.72,8.1,105.7,100.9
Mike Scott,Phi,F,32.7,27,17.5,36.5,10.8,12.5,10,0.6,20,0.5,81,0.321,0.485,0.493,3.9,2.6,8.1,0.7,4.8,0.56,0.15,0.56,4.4,96.1,103.8
Collin Sexton,Cle,G,22.23,40,36,74.9,28.7,11.5,229,0.803,562,0.509,179,0.374,0.522,0.568,23.9,2.9,4.4,4.2,21.1,1.15,0.1,2.73,7.4,109.7,111
Landry Shamet,Bro,G,24.05,39,20.1,41.9,16.6,9,43,0.837,63,0.444,190,0.374,0.532,0.561,7.8,1.8,5,1.1,7.2,0.49,0.13,0.69,5,108.6,112.3
Iman Shumpert,Bro,G,30.76,2,5.5,11.5,19.8,20,0,0,1,1,3,0,0.25,0.25,1,0.5,5.1,0,0,0.5,0,0.5,0,56,117.3
Pascal Siakam,Tor,F,26.99,38,35.3,73.4,25.2,10.1,201,0.826,456,0.502,160,0.294,0.486,0.543,20.1,7.4,11.5,4.7,21.7,1.08,0.66,2.08,10.1,112.4,107.1
Chris Silva,Mia,F,24.52,11,7.5,15.7,15.4,31.5,15,0.733,12,0.667,1,1,0.731,0.765,2.7,2.3,16.8,0.5,10.6,0.09,0.45,0.82,7.8,116.4,84.5
Ben Simmons,Phi,G-F,24.69,38,34,70.9,21.3,21.4,205,0.644,411,0.562,9,0.333,0.561,0.591,15.9,7.9,12.8,7.5,32.4,1.5,0.68,3.66,11.5,112.7,99.9
Anfernee Simons,Por,G,21.81,39,16.8,35,20.3,10,31,0.774,78,0.372,186,0.425,0.559,0.574,8.2,2.4,7.5,1.5,12.9,0.21,0.13,0.79,7.4,112.9,111.5
Deividas Sirvydis,Det,F-G,20.8,8,1.7,3.5,22.4,14.5,2,0.5,0,0,5,0.2,0.3,0.34,0.5,0.3,8.3,0.1,10.5,0.13,0,0.13,5.8,,
Alen Smailagic,Gol,F,20.61,4,3.9,8,21.8,0,2,0,3,0.333,4,0.25,0.357,0.317,1.3,0,0,0,0,0,0,0,0,,
Marcus Smart,Bos,G,27.07,28,32,66.7,18.5,12.2,96,0.781,137,0.474,159,0.333,0.488,0.538,13,3,5.2,5.3,22.7,1.46,0.54,1.68,7.4,114.4,109.6
Dennis Smith Jr.,Nyk,G,23.34,3,9.2,19.2,21.7,7.3,6,0.833,6,0.333,4,0,0.2,0.356,3,0.7,3.9,1,14.7,1,0,0.33,5.6,83.9,92.9
Dennis Smith Jr.,Det,G,23.34,16,20.1,41.8,19.6,15.2,10,0.7,70,0.457,48,0.354,0.487,0.498,7.6,3,8.3,3.9,31,1.06,0.88,1.38,8.9,104.8,106.1
Ish Smith,Was,G,32.73,19,20.6,42.9,15.1,13.4,15,0.4,96,0.406,20,0.25,0.401,0.404,5.2,3.5,8.9,4.7,30.5,0.79,0.21,1,8.6,99,112.1
Jalen Smith,Pho,F-C,21.04,15,4.4,9.2,17.1,11.8,3,0.333,12,0.5,9,0.222,0.429,0.426,1.3,1,12.7,0.1,4,0,0.13,0.2,4.6,89.3,102.6
Tony Snell,Atl,G,29.38,33,20,41.6,9,10.2,4,1,38,0.395,84,0.571,0.713,0.719,5.4,2.3,6.2,1.4,9.5,0.15,0.24,0.42,5.2,137.9,111
Ray Spalding,Hou,F,24.05,2,9.4,19.5,18,38.1,2,0,3,0.667,1,0,0.5,0.41,2,2,11.4,0,0,0,1,1.5,0,60.3,101.6
Cassius Stanley,Ind,G,21.61,12,2.8,5.7,23.7,5.5,5,0.8,10,0.3,5,0.2,0.3,0.378,1.1,0.7,13.5,0,0,0,0.17,0.08,0,,
Lamar Stevens,Cle,F,23.72,32,13.6,28.3,16.1,11.2,44,0.705,101,0.505,23,0.174,0.46,0.506,4.5,2.7,11,0.8,8.2,0.5,0.38,0.56,6.3,102.7,105.2
Isaiah Stewart,Det,F-C,19.86,44,19.1,39.8,14.1,14.4,46,0.674,192,0.594,19,0.421,0.597,0.612,6.4,5.8,16.8,0.8,6.5,0.52,1,0.89,6.5,119.3,100.7
Max Strus,Mia,G-F,25,24,13.8,28.7,18,3,16,0.688,24,0.917,98,0.357,0.611,0.62,6.7,1,4.2,0.5,5.8,0.21,0,0.17,4.3,118.5,107
Edmond Sumner,Ind,G,25.25,32,12.3,25.7,18.5,14.2,37,0.811,80,0.575,49,0.388,0.578,0.616,5.6,1.4,6.4,0.5,6.1,0.5,0.09,0.75,5.1,109,105.8
Jae'Sean Tate,Hou,F,25.42,46,28.6,59.6,15.1,11.3,88,0.716,263,0.605,113,0.319,0.566,0.59,10.6,5.5,10.1,1.8,9.8,1.13,0.59,1.15,6.6,116.9,104.5
Jayson Tatum,Bos,F-G,23.07,41,35.6,74.3,30.2,9.7,187,0.861,544,0.487,299,0.385,0.519,0.56,25.3,6.8,10.7,4.4,20.4,1.32,0.46,2.41,10.2,112.2,110.2
Jeff Teague,Bos,G,32.8,34,18.1,37.8,17.7,15.4,61,0.836,132,0.394,56,0.464,0.484,0.542,6.9,1.7,5.2,2.1,16.1,0.76,0.21,1.15,6.4,107.6,110.8
Garrett Temple,Chi,G-F,34.89,37,27.1,56.4,13.5,11.4,38,0.816,127,0.52,137,0.336,0.511,0.536,8.1,3.1,6.2,2,9.5,0.89,0.49,0.97,5.4,106.9,107.9
Tyrell Terry,Dal,G,20.5,11,5.1,10.7,15.2,10.4,3,0.333,9,0.556,7,0,0.313,0.318,1,0.5,5.8,0.5,14,0.45,0,0.18,4.9,74.6,110.2
Daniel Theis,Bos,F-C,28.98,42,24.5,50.9,15,11.4,67,0.687,193,0.653,95,0.347,0.609,0.625,9.5,5.2,11.9,1.6,9.2,0.6,1.02,0.98,7,122.3,104.1
Brodric Thomas,Hou,G,24.17,4,6.1,12.6,24.8,28.4,7,0.714,1,1,6,0.167,0.357,0.496,2.5,1,8.8,1,22.9,0.25,0.25,1,8.9,88.1,93.7
Brodric Thomas,Cle,G,24.17,8,14.6,30.4,16.8,6.6,14,0.857,19,0.368,17,0.235,0.361,0.451,4.8,1.4,5.2,1,9.7,0.75,0.5,0.38,5.2,99,108.8
Matt Thomas,Tor,G,26.65,26,7.4,15.4,15.9,8.4,7,0.857,21,0.333,41,0.415,0.524,0.545,2.7,0.8,6,0.3,6.7,0.08,0,0.23,4.7,105.4,114.9
Matt Thomas,Uta,G,26.65,2,7.9,16.5,27.1,30,0,0,2,0.5,5,0.2,0.357,0.357,2.5,2.5,16.7,1,17.3,0.5,0,1.5,9.3,67.6,99.9
Tristan Thompson,Bos,C-F,30.05,36,22.5,46.9,15.6,11.9,80,0.6,220,0.541,3,0,0.534,0.554,7.9,8.4,20.8,1,6.2,0.36,0.36,0.97,7.2,117.9,105.4
Sindarius Thornwell,Nor,G,26.37,14,5.2,10.9,15.1,15.5,2,0,12,0.333,9,0.333,0.405,0.388,1.2,0.4,3.8,0.3,6.9,0.36,0.07,0.29,4,76.8,113.6
Matisse Thybulle,Phi,G-F,24.07,43,19,39.6,9,9.8,14,0.571,58,0.569,92,0.304,0.5,0.506,3.7,1.8,5.2,1,6.7,1.53,0.98,0.4,4,107.8,98.7
Killian Tillie,Mem,F-C,23.07,5,7.3,15.3,19.9,5.8,3,0.667,6,0.167,9,0.222,0.267,0.306,2,1.2,8.8,0.2,3.4,0.4,0.6,0.2,4.3,76.2,99.5
Xavier Tillman,Mem,F,22.21,34,18.6,38.7,14.3,12.5,30,0.733,138,0.587,37,0.27,0.549,0.569,6.3,4.1,11.8,1.4,10.5,0.82,0.53,0.79,7.1,113.9,101
Obi Toppin,Nyk,F,23.07,37,11.8,24.5,15.9,12.1,17,0.706,81,0.593,50,0.28,0.527,0.542,4.1,2.2,10.2,0.5,6.2,0.27,0.3,0.51,5.6,103.7,103
Juan Toscano-Anderson,Gol,F,27.97,32,18.5,38.5,11.2,20.7,18,0.722,67,0.642,48,0.438,0.648,0.659,5.1,3.9,11.3,2.2,16.1,0.66,0.47,1,7.6,117.9,102.1
Axel Toupane,Mil,G-F,20,4,9.8,20.5,7.5,0,0,0,6,0.333,1,0,0.286,0.286,1,1,5.3,0.5,5.8,0,0.75,0,3.2,77.6,109
Karl-Anthony Towns,Min,C-F,25.37,27,33.8,70.4,28.5,14.5,145,0.862,308,0.542,158,0.405,0.564,0.614,24.1,10.5,16.6,4.3,21.9,0.74,1.56,3.33,12.2,114.6,106.3
Gary Trent Jr.,Por,G-F,22.2,41,30.8,64.1,20.1,5.3,75,0.773,219,0.438,305,0.397,0.53,0.55,15,2.2,3.9,1.4,6.9,0.9,0.15,0.76,4.7,112.4,118.2
Gary Trent Jr.,Tor,G-F,22.2,3,32.5,67.7,16.8,2.6,2,0.5,19,0.421,17,0.235,0.389,0.393,9.7,3.7,6.2,1.7,7.4,1,0,0.33,4.8,86.2,111.1
P.J. Tucker,Hou,F,35.9,32,30,62.4,7.7,19,23,0.783,45,0.467,86,0.314,0.469,0.5,4.4,4.6,8.2,1.4,6.2,0.88,0.56,1.03,4.1,98.7,106.8
P.J. Tucker,Mil,F,35.9,3,14.5,30.2,3.9,0,0,0,0,0,4,0.25,0.375,0.375,1,2,7.2,0.3,2.6,0,0.67,0,2.3,123.2,113.1
Rayjon Tucker,Phi,G,23.51,2,3.1,6.4,25.4,0,6,1,0,0,1,1,1.5,1.236,4.5,0.5,9,0.5,23.4,0,0,0,13.4,,
Myles Turner,Ind,C-F,25.01,42,31,64.7,16.7,11.5,126,0.786,204,0.608,186,0.333,0.556,0.598,12.7,6.4,11.6,1,4.6,0.93,3.52,1.38,5.6,112.2,103.3
Jonas Valanciunas,Mem,C,28.9,39,27.6,57.5,23.3,12.4,139,0.755,423,0.579,37,0.297,0.568,0.603,16.1,12.5,24.3,1.7,9.7,0.59,0.69,1.9,10.1,117.8,99.4
Denzel Valentine,Chi,G,27.37,40,18.1,37.8,18.8,6.9,9,1,121,0.43,171,0.333,0.471,0.48,7.1,3.8,11.6,1.6,12.3,0.63,0.03,0.55,7.8,101.5,108.3
Jarred Vanderbilt,Min,F,21.99,44,17.8,37.2,12.8,18.4,74,0.581,159,0.61,4,0.25,0.604,0.614,5.5,5.4,16.3,1.3,10.4,0.98,0.68,1,7.6,115.9,103.6
Fred VanVleet,Tor,G,27.09,42,36.8,76.6,24,9.7,166,0.886,320,0.422,383,0.373,0.497,0.545,20.1,4.3,6.5,6.2,26.3,1.69,0.69,1.98,8.8,113.1,110.9
Devin Vassell,San,G-F,20.6,37,17.1,35.6,13.3,7.8,30,0.867,80,0.413,85,0.412,0.518,0.553,5.3,3.1,9.4,1,7.8,0.89,0.3,0.41,5.9,112,104.4
Gabe Vincent,Mia,G,24.79,32,14.9,31,20,12.7,21,0.905,65,0.523,112,0.295,0.472,0.499,5.8,1.2,4.6,1.5,15.7,0.5,0.06,0.84,5.9,97,102.3
Noah Vonleh,Bro,F,25.6,4,2.7,5.6,20.2,40,0,0,1,0,2,0,0,0,0,0.3,5.2,0.3,10.4,0,0,0.5,0,,
Nikola Vucevic,Orl,C,30.43,44,34.1,71,30,8,110,0.827,620,0.515,288,0.406,0.545,0.565,24.5,11.8,17.9,3.8,21.8,0.95,0.64,1.89,12.1,112.5,106.3
Nikola Vucevic,Chi,C,30.43,2,29.2,60.7,24.1,6.1,4,1,21,0.762,8,0.25,0.655,0.683,21,9,17.1,4.5,27.1,0,0.5,1,13,137.4,102.1
Dean Wade,Cle,F-C,24.35,39,14.3,29.8,13.1,8.3,20,0.75,50,0.54,95,0.379,0.559,0.575,4.5,2.6,9.9,0.9,9.7,0.31,0.33,0.36,6.1,117.4,109.6
Moritz Wagner,Was,F-C,23.93,25,15,31.3,18.4,12.7,52,0.788,80,0.613,42,0.31,0.561,0.614,7.1,2.9,10.3,1.3,12.1,0.88,0.32,0.84,8,116.2,98.1
Moritz Wagner,Bos,F-C,23.93,3,6.9,14.4,22.6,27.6,2,0.5,4,0.25,3,0.333,0.357,0.381,2,2.7,21.5,0.7,12.6,0,0,1,9,70.6,97.5
Lonnie Walker IV,San,G-F,22.29,37,26.2,54.5,20.1,8.6,46,0.783,209,0.483,177,0.356,0.506,0.526,11.5,2.8,5.6,1.6,9.2,0.51,0.35,1.03,5.7,100.6,108.4
Kemba Walker,Bos,G,30.89,28,30.8,64.2,26.9,11.5,89,0.933,212,0.439,225,0.356,0.487,0.534,18.2,3.5,6.3,4.6,22.6,1.18,0.32,2.21,8.6,108.3,113.3
John Wall,Hou,G,30.56,32,31.8,66.3,31.6,14.3,169,0.746,378,0.442,195,0.318,0.454,0.499,20.2,3.4,5.6,6.8,36.8,1.03,0.78,3.38,9.8,99.2,113.5
Brad Wanamaker,Gol,G,31.68,39,16,33.4,16,15.8,56,0.893,112,0.429,61,0.213,0.39,0.468,4.7,1.7,5.6,2.5,21,0.67,0.15,0.95,6.8,98.7,106.5
Brad Wanamaker,Cha,G,31.68,1,3.8,7.9,11.3,100,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,,
T.J. Warren,Ind,F,27.57,4,29.4,61.1,21.8,6.7,10,0.8,44,0.614,7,0,0.529,0.56,15.5,3.5,6.7,1.3,6.6,0.5,0,1,5.6,107,103.4
P.J. Washington,Cha,F,22.6,41,29.9,62.3,18.7,17,107,0.776,251,0.474,147,0.381,0.51,0.549,11.9,6.7,12.1,2.8,13.6,1.02,1.29,2.22,8.1,104.5,105.1
Yuta Watanabe,Tor,G-F,26.46,28,11.3,23.5,11.1,9.8,10,0.9,34,0.294,35,0.371,0.428,0.463,2.4,3,14.8,0.5,5.5,0.43,0.5,0.29,5.4,104.9,106.3
Tremont Waters,Bos,G,23.22,12,8.3,17.3,20.5,27.4,8,0.875,16,0.25,15,0.4,0.419,0.478,2.8,0.7,4.5,2.6,40.8,0.5,0,1.08,8.3,100.3,111.2
Paul Watson,Tor,G,26.25,24,9.8,20.3,11.6,9.6,4,0.5,11,0.455,44,0.455,0.636,0.634,3,1.5,8.2,0.5,6.6,0.17,0.08,0.25,5.3,117.3,103.9
Quinndary Weatherspoon,San,G,24.55,11,4.4,9.2,17,42.4,2,1,8,0.25,2,0,0.2,0.276,0.5,0.3,3.3,0.4,10.1,0.36,0.09,0.73,3.6,42.7,93.3
Russell Westbrook,Was,G,32.38,38,35,72.8,31.8,18.5,247,0.615,561,0.469,158,0.316,0.47,0.5,21.8,10.1,15.4,10.5,47.6,1.26,0.42,4.95,15.1,100.2,105.8
Coby White,Chi,G,21.12,44,31.5,65.7,22.6,13.5,86,0.895,312,0.462,282,0.351,0.492,0.524,15,4.6,8,4.6,20.9,0.52,0.16,2.25,8.7,103.7,108.8
Derrick White,San,G,26.74,20,27.8,57.9,21.6,10.2,53,0.868,102,0.461,121,0.339,0.487,0.534,13.2,2.6,4.9,3.3,17,0.7,1.05,1.4,7,105.5,105.5
Hassan Whiteside,Sac,C,31.8,28,14.9,31,24,13.8,63,0.524,172,0.558,1,0,0.555,0.56,8,6,22.5,0.6,5.8,0.21,1.39,1.14,8.2,106.4,104.8
Greg Whittington,Den,F,28.14,4,3,6.3,10.9,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
Andrew Wiggins,Gol,F,26.1,47,32.3,67.3,23.6,10.8,166,0.705,438,0.516,239,0.397,0.544,0.569,18.2,4.8,7.8,2.2,10.8,0.91,0.94,1.94,7.1,105.3,108.9
Robert Williams III,Bos,C-F,23.45,40,18,37.6,15.2,15.7,59,0.644,188,0.718,1,0,0.714,0.716,7.7,6.7,20.8,1.6,12.7,0.88,1.88,1,9.7,136.3,101.3
Grant Williams,Bos,F,22.33,39,18.9,39.3,11.9,16.7,36,0.528,73,0.507,81,0.407,0.562,0.565,4.9,3.2,9.4,1,7.1,0.56,0.38,0.87,5.3,108.6,102.3
Kenrich Williams,Okc,G-F,26.32,46,19.8,41.3,14.5,14.8,37,0.541,174,0.632,69,0.435,0.638,0.636,7.2,4,10.6,1.9,14.7,0.72,0.2,0.98,7.7,120.5,104.9
Lou Williams,Lac,G,34.42,42,21.9,45.5,26.5,12,119,0.866,311,0.437,119,0.378,0.473,0.529,12.1,2.1,5.4,3.4,23.1,0.93,0.1,1.57,8.1,107.9,110.7
Zion Williamson,Nor,F,20.73,44,32.8,68.3,29.2,11.4,373,0.708,689,0.633,23,0.348,0.629,0.662,26.4,7.1,12,3.5,18.5,0.93,0.68,2.57,10.6,126.5,111
